Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	LFQ intensity Primed 1	LFQ intensity Primed 2	LFQ intensity Primed 3	LFQ intensity Primed+PRC2i 1	LFQ intensity Primed+PRC2i 2	LFQ intensity Primed+PRC2i 3	log2 fold change	p-value
Q92621;B4DE72;Q6P486;Q6DKH1;Q4VBX7;U3KPX2;B4DM61;U3KQ97;U3KQ47	Q92621	Nuclear pore complex protein Nup205	NUP205	32.15228	31.90128	31.88413	32.21636	31.93192	31.78031	0.003031413	0.006441124
Q92625;Q05CP0;Q49AR9	Q92625	Ankyrin repeat and SAM domain-containing protein 1A	ANKS1A	26.33035	26.70279	26.23359	26.68459	26.79303	26.2494	-0.153425217	0.281876156
Q92626;H7C1W1;H7C300;C9J4I9	Q92626	Peroxidasin homolog	PXDN	22.38233	23.53101	23.6634	23.51653	23.73769	23.95934	-0.545608521	0.568881072
Q92769;B3KUJ5;H3BM24;E5RFI6;E5RJ04;E5RGV4;E5RHE7;E5RH52;E5RG37;E5RFP9;Q59GB9;E5RK19	Q92769;B3KUJ5	Histone deacetylase 2;Histone deacetylase	HDAC2	31.70293	31.53297	31.69835	31.85527	31.59424	31.62401	-0.046421687	0.17680177
Q92783;B2RAY1;B4DZT2;A6NMU3	Q92783;B2RAY1;B4DZT2;A6NMU3	Signal transducing adapter molecule 1	STAM	27.13907	27.69471	27.53845	27.17112	27.48178	27.37019	0.116382599	0.243473032
Q92793;B4E3L4;I3L466;O60424;Q75MY6;I3L0Q1;Q712H6;I3L3I5;B5A244;B5A224;B5A248;B5A226;B5A243;B5A239;B5A229;Q9BYU2;B5A214;B5A223;B5A252	Q92793;B4E3L4	CREB-binding protein	CREBBP	26.97071	27.04375	26.98283	27.20741	26.98522	26.88611	-0.027155558	0.099789654
Q92794;A5PKX7;A5PLL3;C9K0F9	Q92794;A5PKX7;A5PLL3;C9K0F9	Histone acetyltransferase KAT6A;Histone acetyltransferase	KAT6A;MYST3	25.82029	25.45218	25.53878	25.7961	25.72619	25.50418	-0.071743647	0.194246687
Q92804;A0A075B7D9;B4E312;A0A075B7F4;A0A075B7F2;A0A075B7E4	Q92804;A0A075B7D9;B4E312	TATA-binding protein-associated factor 2N	TAF15	28.7841	28.40276	28.90727	29.03257	28.47997	28.39084	0.063583374	0.089904601
Q92830;K7ERS6;K7EPC4	Q92830	Histone acetyltransferase KAT2A	KAT2A	26.07096	25.51788	25.52453	26.24824	25.85781	25.61034	-0.2010053	0.31515405
Q92833;B7Z7X9;Q96PA1	Q92833	Protein Jumonji	JARID2	28.9375	28.65431	28.58241	29.05061	28.79783	28.5579	-0.07737414	0.162679348
Q92859;A0A024R610;Q59FP8	Q92859;A0A024R610	Neogenin	NEO1	21.87281	22.96564	23.66861	22.90885	23.40652	22.6169	-0.141738256	0.088205631
Q92878;Q32P42;E7EN38;A8K3I2;E7ESD9;E9PM98;A5D6Y3;C9JNH8;H7C0P8;A0A1W2PPC4;H7C0V2	Q92878;Q32P42	DNA repair protein RAD50	RAD50	30.62471	30.42302	30.47121	30.78644	30.54093	30.57723	-0.128551483	0.587182767
Q92896;H3BM42;Q6ZMF1;H3BQU9;H3BQT1;H3BRD8	Q92896;H3BM42	Golgi apparatus protein 1	GLG1	29.03965	29.43134	29.85708	29.14938	29.77477	29.70945	-0.101844788	0.120451879
Q92917	Q92917	G patch domain and KOW motifs-containing protein	GPKOW	27.62408	27.35431	27.94061	28.04932	27.66078	27.81635	-0.202483495	0.424506987
Q92945;A0A087WTP3;B4DV73;M0R0I5;M0QYH3;M0R3J3;M0QXW7;M0R0C6;M0QYG1;M0R251;M0R263	Q92945;A0A087WTP3;B4DV73;M0R0I5	Far upstream element-binding protein 2	KHSRP	32.82339	32.65664	32.82103	32.93328	32.77404	32.80232	-0.069524129	0.398217409
Q92966;Q5T282;B4DDR9;Q5T284	Q92966;Q5T282;B4DDR9	snRNA-activating protein complex subunit 3	SNAPC3	23.0332	22.06605	23.02754	23.38232	22.92546	23.47482	-0.551933289	0.691276853
Q92990;B4DJ85;M0QX84;M0QXG8	Q92990;B4DJ85	Glomulin	GLMN	25.68247	26.55519	26.46053	25.60218	26.19961	25.97393	0.307489395	0.397955175
Q92994;H0YIV6;A0A024R6P8;F8VWT8;Q3SYD7;A3KN61;F8VS45;F6VUY7;Q6ZV39;B3KWA2	Q92994;H0YIV6;A0A024R6P8;F8VWT8;Q3SYD7;A3KN61;F8VS45	Transcription factor IIIB 90 kDa subunit	BRF1	24.11545	23.46513	23.31202	23.83113	23.25266	23.10409	0.234909058	0.286022134
Q92997;Q9UG07;Q8WVA8;Q13518;F8WCF1;Q86TH3;A0A087WWA7	Q92997;Q9UG07;Q8WVA8;Q13518	Segment polarity protein dishevelled homolog DVL-3	DVL3;DKFZp586M1622	24.20217	24.49418	24.12959	22.45116	24.74842	24.54504	0.360436757	0.1852166
Q93008;D3DWB6;O00507;Q6P468;B4DGX9;Q59EZ5;Q86X58;H7C2M9	Q93008;D3DWB6	Probable ubiquitin carboxyl-terminal hydrolase FAF-X;Ubiquitin carboxyl-terminal hydrolase	USP9X	29.40202	29.72306	29.62157	29.20788	29.45327	29.42134	0.221387227	0.841570941
Q93009;B7ZAX6;B7Z855;Q6U8A4;H3BND8;B7Z7T5;F5H2X1;B7Z842;H3BQD1;H3BUV0;H3BTM1;H3BRA2;H3BMF6;I3L2D8;REV__J3QKR9	Q93009;B7ZAX6;B7Z855;Q6U8A4;H3BND8;B7Z7T5	Ubiquitin carboxyl-terminal hydrolase 7;Ubiquitin carboxyl-terminal hydrolase	USP7	31.18618	31.1748	31.31937	31.42797	31.38407	31.4565	-0.196062088	1.736333075
Q93034;L0L6C1;H0YCA0;L0L6D8	Q93034	Cullin-5	CUL5	25.97209	26.08058	26.28685	25.9957	26.32631	26.40445	-0.12897555	0.343139505
Q93062;D3DSV0;B4E3T4;Q569H2;H0YBU9;H0YC46;E5RJD7;E5RFP4;E5RJ31	Q93062;D3DSV0;B4E3T4;Q569H2;H0YBU9	RNA-binding protein with multiple splicing	RBPMS;hCG_2043421	29.1267	28.97866	29.4042	29.09331	29.00758	29.20793	0.066914876	0.185679225
Q93074;B4DYQ3;Q7Z3Z5;Q7Z2E0;H7C191;REV__K4RH61	Q93074;B4DYQ3;Q7Z3Z5	Mediator of RNA polymerase II transcription subunit 12	MED12;TNRC11	26.96565	26.82311	26.64224	27.12898	26.90701	26.72364	-0.109547297	0.29620602
Q93077;A0A024R017;V9GZN0	Q93077;A0A024R017	Histone H2A type 1-C;Histone H2A	HIST1H2AC	30.72135	30.43569	30.09232	30.82373	30.71588	30.24002	-0.176755905	0.278239723
Q969F1	Q969F1	General transcription factor 3C polypeptide 6	GTF3C6	23.82396	24.27056	24.63095	24.61919	24.70688	24.42854	-0.343046188	0.623604089
Q969S3	Q969S3	Zinc finger protein 622	ZNF622	22.47545	23.99809	24.03708	23.59582	23.9147	23.67444	-0.224781672	0.161460507
Q969U7;K7ENR6;Q9P1R6;V9GZ55;Q9P0C1;K7ER45	Q969U7;K7ENR6;Q9P1R6;V9GZ55;Q9P0C1	Proteasome assembly chaperone 2	PSMG2	24.60337	24.71994	25.27721	24.7754	24.74412	25.14223	-0.02040863	0.028085626
Q969V3;K7EMW4;B2RA56;K7ELZ9;K7ENM2;A0A0C4DGP7;K7EQ66;K7EN96	Q969V3;K7EMW4;B2RA56;K7ELZ9;K7ENM2;A0A0C4DGP7	Nicalin	NCLN	24.33627	24.67422	25.49872	23.81548	24.25342	22.44028	1.333339691	0.966451471
Q969X6;H3BSH7;A0A0J9YWM9;A0A0J9YXV4;A0A0J9YWK2;H3BRM8;H3BPD7;I3L4T9;J3KSI1;J3KSE6;J3KTR0;A0A0J9YX18	Q969X6;H3BSH7;A0A0J9YWM9;A0A0J9YXV4;A0A0J9YWK2	Cirhin	CIRH1A	29.77745	29.46307	29.29119	29.69757	29.36419	29.48934	-0.00646464	0.012385248
Q96A33;A0A087WYW6;J3QR89	Q96A33	Coiled-coil domain-containing protein 47	CCDC47	27.21605	27.59641	27.44743	26.98076	27.41191	27.43897	0.142744064	0.315407846
Q96AG4;I3L223	Q96AG4	Leucine-rich repeat-containing protein 59	LRRC59	29.42338	29.56857	29.61455	29.2361	29.55483	29.46836	0.115736643	0.447452967
Q96AX1;B2RDH6;H3BMM5;Q9H6C4;F5H6Y0	Q96AX1;B2RDH6;H3BMM5;Q9H6C4	Vacuolar protein sorting-associated protein 33A	VPS33A	25.30023	24.99451	25.54946	24.96614	25.36546	24.79144	0.240386327	0.441554847
Q96AY4;A0A087WW06;B0QYP5	Q96AY4;A0A087WW06	Tetratricopeptide repeat protein 28	TTC28	23.4462	23.18926	24.18223	23.98042	23.95615	22.75163	0.043162028	0.028840836
Q96B26;Q5JXM0;H7C581	Q96B26;Q5JXM0	Exosome complex component RRP43	EXOSC8;DKFZp564C0482	25.64598	25.64532	25.49768	25.37378	25.7434	26.25845	-0.195549647	0.304758703
Q96BD5;E9PQM3;A0A1B0GX09;E9PLU5;E9PNN4;E9PNW9;E9PR02;E9PLV4;E9PS51;H0YEK2	Q96BD5	PHD finger protein 21A	PHF21A	24.91278	24.42368	22.49188	24.61583	25.09804	24.67244	-0.852655411	0.492618909
Q96BH1	Q96BH1	E3 ubiquitin-protein ligase RNF25	RNF25	24.43682	21.75731	24.65218	24.49497	24.61757	24.59474	-0.953655879	0.438903915
Q96BK5;E5RGR1;E5RJG9;A0A0A6YYK5	Q96BK5	PIN2/TERF1-interacting telomerase inhibitor 1	PINX1	27.62492	27.3901	27.14063	27.64822	27.44229	27.48585	-0.140237808	0.385281737
Q96BN2	Q96BN2	Transcriptional adapter 1	TADA1	25.54699	25.39385	24.59525	25.26846	25.41577	25.7682	-0.305446625	0.390074992
Q96BN8;H0Y8S4	Q96BN8	Ubiquitin thioesterase otulin	OTULIN	24.37398	24.63644	24.127	24.27576	24.37809	24.11815	0.121806463	0.299062366
Q96BP3;F5H7P7;B4DT22;B4DP34;D6R9Q1;H0Y8N5;D6RB19;D6RHV0;D6RD43;D6RA12;D6RDA4	Q96BP3;F5H7P7;B4DT22;B4DP34	Peptidylprolyl isomerase domain and WD repeat-containing protein 1	PPWD1	29.1927	28.93089	28.86729	29.08712	29.06332	28.94084	-0.033464432	0.110724404
Q96BS4;P22087;M0QXL5;M0R299;M0R2Q4;B4DLD4;M0R0P1;M0R2U2;M0R1H0;M0R2B0;A0A0D9SFM2;M0QXC9	Q96BS4;P22087;M0QXL5;M0R299;M0R2Q4;B4DLD4;M0R0P1;M0R2U2;M0R1H0;M0R2B0	rRNA 2-O-methyltransferase fibrillarin	FBL	32.29592	32.13693	31.11638	32.08328	31.91702	31.78215	-0.077737172	0.071725602
Q96C19;A0A024QZ77;H0Y4Y4	Q96C19;A0A024QZ77;H0Y4Y4	EF-hand domain-containing protein D2	EFHD2	26.43884	26.8441	26.03465	25.93387	26.72312	26.9729	-0.104099909	0.095246099
Q96C86;Q53G42	Q96C86;Q53G42	m7GpppX diphosphatase	DCPS	25.75073	25.99671	26.38502	25.75692	25.95283	26.58578	-0.054354986	0.060632336
Q96CN7;D6RGE2;Q9Y3B5	Q96CN7;D6RGE2;Q9Y3B5	Isochorismatase domain-containing protein 1	ISOC1	24.82556	24.31679	25.82549	24.31251	24.90972	25.14227	0.201117198	0.147479294
Q96CS2;K7EK72;K7EJA9;K7EM54;K7EKH4;K7EQT8;K7ES67	Q96CS2	HAUS augmin-like complex subunit 1	HAUS1	24.81495	25.41738	24.75353	25.31275	25.27966	24.85899	-0.155179342	0.237383943
Q96CS3;B4E2M8;D6RBG6	Q96CS3;B4E2M8	FAS-associated factor 2	FAF2	26.80181	26.94726	27.03769	26.82687	27.06692	26.96124	-0.022758484	0.082367693
Q96CT7;A0A024R7M8;M0R2F5	Q96CT7;A0A024R7M8	Coiled-coil domain-containing protein 124	CCDC124;LOC115098	26.8087	26.95183	27.74926	27.20992	26.8242	27.245	0.076886495	0.084549785
Q96CV8;P52888;Q9BW75;K7EKB6;K7EP46;B4DU96;K7EL02;K7EIK4;K7EMU4;K7EL32	Q96CV8;P52888;Q9BW75;K7EKB6;K7EP46	Thimet oligopeptidase	THOP1	25.49887	25.91764	25.7417	25.41342	25.6432	25.87171	0.076627731	0.160193562
Q96CW5;B4DYP7;A0A087WU06;A0A0J9YX63;A0A087WZV5;A0A0J9YX56	Q96CW5;B4DYP7	Gamma-tubulin complex component 3	TUBGCP3	25.9094	26.37088	26.09993	25.83461	26.21469	26.20318	0.042574565	0.082232535
Q96D71;E9PMG1;B2R7D3;H0YDT0;F2Z3L2;Q59GG6;H0YCR2;H0YE73;H7C1V2;H0YE89;H0YCF0;H7C225;B4DQQ8;Q8NFH8	Q96D71;E9PMG1;B2R7D3;H0YDT0	RalBP1-associated Eps domain-containing protein 1	REPS1	25.42089	25.81145	26.09297	25.72526	25.89303	25.89682	-0.063268026	0.11307868
Q96DF8;F8WEF8	Q96DF8;F8WEF8	Protein DGCR14	DGCR14	26.00836	25.74522	25.66641	26.04456	26.12361	25.71526	-0.154476166	0.403457251
Q96DG6;B2RD36	Q96DG6;B2RD36	Carboxymethylenebutenolidase homolog	CMBL	25.02981	24.96596	25.62645	25.55265	25.76583	25.70242	-0.466227214	0.995619096
Q96DT7;A8E4L4;Q9H9H3	Q96DT7;A8E4L4	Zinc finger and BTB domain-containing protein 10	ZBTB10	25.92413	26.28159	25.40253	26.68177	26.78631	26.87853	-0.912789027	1.600243332
Q96DV6;A2A3R6;P62753;A2A3R5;A2A3R7;Q9BZU1	Q96DV6;A2A3R6;P62753;A2A3R5	40S ribosomal protein S6	RPS6	29.24257	29.82543	29.91242	28.77301	29.2028	29.67946	0.441719055	0.587222864
Q96DY7	Q96DY7	Mdm2-binding protein	MTBP	24.17706	23.8658	23.97123	24.18101	24.25796	23.98624	-0.137039185	0.489065843
Q96E14;I3L2E0	Q96E14	RecQ-mediated genome instability protein 2	RMI2	23.21629	22.7938	22.54137	23.08554	23.61953	23.01107	-0.388220469	0.637305964
Q96EA4;D6RC83;H0YBG5;D6RIF7;D6RIB8;D6REZ1;D6R936;D6RCL1;D6RDK5	Q96EA4;D6RC83	Protein Spindly	SPDL1	25.28351	25.30501	25.884	25.80794	25.60264	25.82905	-0.255702972	0.538626996
Q96ED9;K7EJ48;K7ENU5	Q96ED9	Protein Hook homolog 2	HOOK2	24.21156	24.22361	23.88344	23.97176	24.42579	23.84575	0.02510198	0.040983277
Q96EE3;K7ELV2;K7EP88;K7ENI5;K7EPZ5	Q96EE3;K7ELV2;K7EP88;K7ENI5	Nucleoporin SEH1	SEH1L	29.46342	29.52086	29.43506	29.34295	29.38245	29.2397	0.151411057	1.424210888
Q96EI5;A2RQR6;D6RD44;D6RIH3;D6RCE9;J3KQY4;D6RHZ1	Q96EI5;A2RQR6;D6RD44;D6RIH3;D6RCE9	Transcription elongation factor A protein-like 4	TCEAL4	25.63481	25.62698	25.61532	25.84637	25.73094	26.26048	-0.320228577	0.930480155
Q96EK4;B5APZ3	Q96EK4	THAP domain-containing protein 11	THAP11	26.40657	26.48368	26.13921	26.24178	26.37576	26.24122	0.056903203	0.192029898
Q96EP0;H0YKX0;B3KV71;A0A0B4J293;H0YM13;H0YNJ0;H0YMG4;H0YNK5;H0YMG8;H0YKI4	Q96EP0;H0YKX0;B3KV71	E3 ubiquitin-protein ligase RNF31	RNF31	23.03512	22.98449	24.39225	24.1281	23.62923	23.21387	-0.186450322	0.12877885
Q96ES7;H3BN84;H3BPL5;H3BNL2	Q96ES7	SAGA-associated factor 29 homolog	CCDC101	25.97091	25.8505	25.7496	25.89908	26.84002	26.08873	-0.418942134	0.642581758
Q96EU6;B2R9K5;U3KPZ9	Q96EU6;B2R9K5	Ribosomal RNA processing protein 36 homolog	RRP36	27.25286	26.91399	26.55888	27.23187	26.71109	26.81176	-0.009662628	0.012463854
Q96EV2;A0A0C4DFS3;H0Y3K3;A8MTF7	Q96EV2	RNA-binding protein 33	RBM33	27.93624	27.69988	27.73169	27.83044	27.63187	27.60308	0.100809097	0.417024234
Q96EZ8;F8W126;A0A024R134;F8VP44;F8W0I9;F8VVA6;H0YIA0	Q96EZ8;F8W126;A0A024R134	Microspherule protein 1	MCRS1	26.56311	26.31919	26.33807	26.53514	26.40544	26.34359	-0.021263123	0.077536646
Q96F24	Q96F24	Nuclear receptor-binding factor 2	NRBF2	23.481	23.03298	22.56069	22.7219	23.05773	22.83811	0.152306875	0.208010007
Q96F44;R4GMV1;R4GNB9;C9JZT5;Q4VAN1;Q53FK5;Q53FI5;A0A024R042;A8K6Q7;Q4VAN2;A0A089GIA6;B4DQ62;Q59F79;Q7KYR6;Q6AZZ1;O00481;Q13410;O00478	Q96F44;R4GMV1;R4GNB9	E3 ubiquitin-protein ligase TRIM11	TRIM11	26.41054	26.68177	26.75251	26.71908	26.98978	26.91102	-0.258351008	0.916634752
Q96F82;A8K794;Q13415;B7Z8H0	Q96F82;A8K794;Q13415;B7Z8H0	Origin recognition complex subunit 1	ORC1L;ORC1	26.61063	26.37034	25.4455	26.52932	26.39046	25.97251	-0.155272166	0.147111033
Q96F86;H3BPW9;H3BPN4;H3BSQ0;H3BQ37;H3BQP5;H3BU87;H3BNJ7;H3BMB8;H3BTH0;H3BTF8;H3BTD6	Q96F86	Enhancer of mRNA-decapping protein 3	EDC3	26.81127	27.0203	27.01255	26.68819	26.85448	26.86656	0.144964854	0.744153741
Q96FJ2	Q96FJ2	"Dynein light chain 2, cytoplasmic"	DYNLL2	28.76272	28.65516	29.0625	29.04586	28.7242	28.8063	-0.03199323	0.072122668
Q96FK6;A0A024R667;G3V4B8	Q96FK6;A0A024R667;G3V4B8	WD repeat-containing protein 89	WDR89;C14orf150	26.13297	26.21551	25.47454	26.14515	25.99723	26.295	-0.204787572	0.338932186
Q96FS1;Q7KZJ3;A0A024R4Z0	Q96FS1;Q7KZJ3;A0A024R4Z0		CTNND1	25.47191	26.22771	25.89157	26.51245	26.39388	26.16728	-0.494139989	0.960279783
Q96FZ2;E7EMP6;D6R9T3;B4DMK2;D6RAZ3;D6RGK7;D6RAI0	Q96FZ2;E7EMP6;D6R9T3;B4DMK2;D6RAZ3	Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein	HMCES	26.89157	27.05206	26.77794	27.16835	27.17341	27.0337	-0.217961629	1.117297275
Q96G03;B4DN40;E7ENQ8;H0Y921	Q96G03;B4DN40	Phosphoglucomutase-2	PGM2	25.66438	25.89416	26.43052	26.08548	25.9671	26.66966	-0.244391759	0.318725672
Q96G25	Q96G25	Mediator of RNA polymerase II transcription subunit 8	MED8	25.39375	25.2881	25.0035	24.58509	25.28916	25.52782	0.094430288	0.111786568
Q96G28;B5MCA1;B5MC35;B5MD16	Q96G28;B5MCA1;B5MC35;B5MD16	Cilia- and flagella-associated protein 36	CFAP36	24.34048	24.11672	24.55836	24.61605	24.76845	22.69672	0.311446508	0.173828853
Q96G46;B2RDV7;D6W636;O95323;K7EM42;K7EJX8;K7EMI3;K7ER20;K7EQU9;B4DLK3;K7EPA4	Q96G46;B2RDV7	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like;tRNA-dihydrouridine(47) synthase [NAD(P)(+)]	DUS3L	26.52016	26.40641	26.67142	26.37287	26.5418	26.90012	-0.072264989	0.156027162
Q96G61	Q96G61	Diphosphoinositol polyphosphate phosphohydrolase 3-beta	NUDT11	27.12189	27.09517	27.46279	27.09204	26.76116	27.10739	0.239748637	0.664281635
Q96GA3;A0A075B6Q4;B4DTT8	Q96GA3;A0A075B6Q4	Protein LTV1 homolog	LTV1	24.25811	24.55754	25.21771	24.21342	24.42265	24.54946	0.282611847	0.398599242
Q96GD0;A0A024R1I3;B1AHD3	Q96GD0;A0A024R1I3	Pyridoxal phosphate phosphatase	PDXP	24.81108	24.61358	24.39702	24.17676	24.71597	24.56721	0.120581945	0.236753945
Q96GD4;J3KTD6;J3KT86;J3QLN8;J3QR41;J3KRF8;J3KRJ2	Q96GD4;J3KTD6;J3KT86;J3QLN8;J3QR41	Aurora kinase B	AURKB	29.21127	28.964	28.93461	29.02483	28.85772	28.92394	0.101132075	0.43144139
Q96GG9;B4DM76;C9JVE2;C9J8R4;C9JRU6;C9J0B2;C9JUW4;F8WC32	Q96GG9;B4DM76;C9JVE2	DCN1-like protein 1;DCN1-like protein	DCUN1D1	25.07635	25.22623	25.10957	25.35296	25.52907	25.42294	-0.297609965	1.914310633
Q96GM8;B4DP23;B3KSC7	Q96GM8;B4DP23	Target of EGR1 protein 1	TOE1	25.94887	25.69166	25.79057	25.68421	25.71931	26.03055	-0.000993093	0.00243644
Q96GX5;A0A087WUU7;B3KU51;B4DS23;B4DSE5;B4DKT8;E7EWQ5;J3QT34;O60307;Q6P0Q8;O15021	Q96GX5	Serine/threonine-protein kinase greatwall	MASTL	26.796	26.77077	26.7442	27.07051	26.91809	26.87877	-0.185464859	1.429628544
Q96H20;D6RJ86;D6RFY6;H0Y8S5;D6RBI1	Q96H20;D6RJ86;D6RFY6	Vacuolar-sorting protein SNF8	SNF8	23.52133	23.50652	23.8099	23.82687	23.76243	23.37968	-0.043743134	0.091147054
Q96H22;H3BMC7;D3DUK9;H3BMD5;H3BRU7	Q96H22	Centromere protein N	CENPN	24.93791	24.89652	23.66036	25.07463	24.61908	24.70092	-0.29994456	0.27198755
Q96HA1	Q96HA1	Nuclear envelope pore membrane protein POM 121	POM121	24.65212	23.94735	25.04122	25.55655	24.41976	20.81472	0.949888229	0.258054423
Q96HA7;Q59GI3;A0A087X1F6	Q96HA7	Tonsoku-like protein	TONSL	26.7939	26.62464	26.37827	26.86302	26.75888	26.60286	-0.142650604	0.428151657
Q96HI4;P30419;Q5VUC6;B4DHU9;B3KT39;B2RCF3;Q5VUC7;O60551;K7EN82;B4DXS1;B7Z8J4;A4FU65	Q96HI4;P30419	Glycylpeptide N-tetradecanoyltransferase;Glycylpeptide N-tetradecanoyltransferase 1	NMT1	26.48728	26.7637	27.29325	25.97832	26.67047	26.97005	0.308461507	0.337980825
Q96HP0;B4DIL4;K7ESB7;B7Z9U8;K7EP20;K7EP51;K7ERK2;K7EKT0;Q8N227;Q86XD0;E9PDJ4;B4DDV8;E2J6M6	Q96HP0;B4DIL4;K7ESB7;B7Z9U8	Dedicator of cytokinesis protein 6	DOCK6	25.59029	25.64988	25.58107	25.86361	25.81656	25.75628	-0.205069224	2.251535578
Q96HQ2	Q96HQ2	CDKN2AIP N-terminal-like protein	CDKN2AIPNL	24.73231	24.45764	25.35629	25.0436	24.56883	24.77314	0.053555806	0.062134235
Q96HR3	Q96HR3	Mediator of RNA polymerase II transcription subunit 30	MED30	24.72869	24.83026	25.23998	23.45149	23.64537	25.29981	0.800750732	0.589207404
Q96HR8;D6RIB3	Q96HR8	H/ACA ribonucleoprotein complex non-core subunit NAF1	NAF1	22.15728	23.46949	24.70409	23.3769	22.82219	23.89541	0.078782399	0.033341738
Q96HW7;A8K4A1;F8WAA7;E9PIM3	Q96HW7;A8K4A1	Integrator complex subunit 4	INTS4	28.30617	28.19493	28.3871	28.45764	28.39227	28.26074	-0.074146271	0.389000908
Q96HY6;A0A0A0MRX2	Q96HY6;A0A0A0MRX2	DDRGK domain-containing protein 1	DDRGK1	24.92945	24.78007	24.6912	24.68581	24.87427	25.16565	-0.108338674	0.27949286
Q96I27;A8K8U0;K7EN93;B3KPL8;K7ER43;S4R3U0;B4DSG8;Q05DD3;Q9H942;A0A024R7B5;Q86XA2;Q59EH4;A0A024R7D7;A0A024R0L0;B4DLZ7;A0A0A0MTT2;O75261;B4DP29;A8K5U8;B3KNM4;A0A0C4DG37;B4DSI0;Q3LIC1;A0A024R799;Q8N9M3;Q24JS6;Q6ZQV5;Q7Z3V5;P17024;Q9BUY5;Q9BR84;Q8NDP4;P52742	Q96I27;A8K8U0	Zinc finger protein 625	ZNF625	24.44006	23.9419	23.37531	25.08752	23.26213	23.75073	-0.114369075	0.063492892
Q96II8;B4DEQ7;B3KP65;E9PD99;B4DU23;H7C1G3;H7C0J8;H7C0F9	Q96II8;B4DEQ7;B3KP65;E9PD99;B4DU23	Leucine-rich repeat and calponin homology domain-containing protein 3	LRCH3	23.66264	24.33497	24.21675	22.06702	24.02276	24.99335	0.37707901	0.159873745
Q96IK1;H7C5I4;C9J8U9;C9JNZ5;B4DX39;Q8IYS8	Q96IK1;H7C5I4	Biorientation of chromosomes in cell division protein 1	BOD1	23.03685	23.14241	23.77957	23.70883	23.95136	23.94136	-0.547574361	1.049414432
Q96IR1;B2R491;P62701;Q53HV1;C9JEH7;A4FU11;Q496E4;Q8TD47;P22090;B7Z1M6;Q53HI6	Q96IR1;B2R491;P62701;Q53HV1	"40S ribosomal protein S4;40S ribosomal protein S4, X isoform"	RPS4X	29.86656	30.22607	30.1866	29.56573	29.86707	29.97801	0.289473216	0.797408537
Q96IR2;M0R2N3	Q96IR2	Zinc finger protein 845	ZNF845	25.20195	22.70404	24.9542	25.69538	25.89215	25.61153	-1.446289063	0.84015344
Q96IT1;A0A024R5Q5;A0A0C4DGR5	Q96IT1;A0A024R5Q5;A0A0C4DGR5	Zinc finger protein 496	ZNF496	23.80696	23.6299	22.9651	24.11124	22.79165	21.99944	0.499876022	0.305106079
Q96IV0;A0A0C4DFP4;H0Y2P2	Q96IV0;A0A0C4DFP4	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	NGLY1	23.36826	24.15731	23.61941	23.33497	23.74324	23.61818	0.149528503	0.222574689
Q96IZ0;H0YHP5;H0YI16;A0A0B4J260;F8W1M8	Q96IZ0	PRKC apoptosis WT1 regulator protein	PAWR	29.75742	29.83517	29.98142	29.88998	29.71435	29.91285	0.018939336	0.073168225
Q96IZ5;H0Y6F9	Q96IZ5	RNA-binding protein 41	RBM41	23.92967	23.73417	20.95511	23.30354	23.30494	23.51641	-0.501977921	0.200812184
Q96IZ7;H7C5Q0;C9J713;B4DTW0;C9J367;C9JVB3;H7C558;C9J8Q2;F8WDM0	Q96IZ7;H7C5Q0;C9J713	Serine/Arginine-related protein 53	RSRC1	26.87209	26.47511	26.17181	26.98501	26.49613	26.25568	-0.07260259	0.087332454
Q96J01;D6RGZ2;D6REC9;H7C0C5	Q96J01	THO complex subunit 3	THOC3	27.74522	27.70253	27.77536	27.66425	27.57239	27.92863	0.019281387	0.061473903
Q96J84;B4DN67;Q5W0G0;Q5W0F9	Q96J84;B4DN67;Q5W0G0;Q5W0F9	Kin of IRRE-like protein 1	KIRREL	23.29362	23.11653	23.38522	23.34245	23.5813	23.42969	-0.18602562	0.818052172
Q96JB2;B4DH72	Q96JB2	Conserved oligomeric Golgi complex subunit 3	COG3	27.26499	27.28833	27.35658	27.16241	27.58999	27.42926	-0.090588252	0.28633626
Q96JB3	Q96JB3	Hypermethylated in cancer 2 protein	HIC2	25.82866	25.84642	24.80361	26.20445	26.10151	25.17737	-0.334879557	0.284385005
Q96JB5;J3QQY1;J3KRI2;J3KRK4;J3KS63;J3QS62;J3QL95;J3QL86;J3QRM1;B4DWZ1	Q96JB5;J3QQY1	CDK5 regulatory subunit-associated protein 3	CDK5RAP3	25.01009	24.89282	25.26084	25.06649	25.17687	25.08123	-0.053614934	0.178865321
Q96JC1;A0A024R9L9;B3KY10	Q96JC1;A0A024R9L9	Vam6/Vps39-like protein	VPS39	24.77716	24.98011	24.95832	25.02009	25.29435	24.77761	-0.125487645	0.315908531
Q96JH7;B4DM84	Q96JH7;B4DM84	Deubiquitinating protein VCIP135	VCPIP1	25.72367	25.84503	25.8703	25.59466	25.84429	25.85429	0.048588435	0.193702503
