Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	LFQ intensity Naive 1	LFQ intensity Naive 2	LFQ intensity Naive 3	LFQ intensity Primed 1	LFQ intensity Primed 2	LFQ intensity Primed 3	log2 fold change	p-value
Q96EK9;B2R9D9	Q96EK9;B2R9D9	Protein KTI12 homolog	KTI12	25.57885	25.44746	25.44291	22.81125	22.24272	23.19521	2.740015666	3.212405898
Q96EP0;H0YKX0;B3KV71;A0A0B4J293;H0YM13;H0YNJ0;H0YMG4;H0YNK5;H0YMG8;H0YKI4	Q96EP0;H0YKX0;B3KV71	E3 ubiquitin-protein ligase RNF31	RNF31	23.26485	23.60026	22.77195	23.03512	22.98449	24.39225	-0.258265177	0.190105052
Q96EP1;B3KUP7;A0A096P6K8;F5H375	Q96EP1	E3 ubiquitin-protein ligase CHFR	CHFR	25.85336	25.51497	25.57511	22.9731	23.579	23.04481	2.448842367	3.448716091
Q96ES7;H3BN84;H3BPL5;H3BNL2	Q96ES7	SAGA-associated factor 29 homolog	CCDC101	26.54725	26.65799	26.58792	25.97091	25.8505	25.7496	0.740716934	3.305532977
Q96EU6;B2R9K5;U3KPZ9	Q96EU6;B2R9K5	Ribosomal RNA processing protein 36 homolog	RRP36	27.52036	27.38311	27.3746	27.25286	26.91399	26.55888	0.517441432	1.181809504
Q96EV2;A0A0C4DFS3;H0Y3K3;A8MTF7	Q96EV2	RNA-binding protein 33	RBM33	28.45869	28.29732	28.36119	27.93624	27.69988	27.73169	0.583129247	2.576306184
Q96EZ8;F8W126;A0A024R134;F8VP44;F8W0I9;F8VVA6;H0YIA0	Q96EZ8;F8W126;A0A024R134	Microspherule protein 1	MCRS1	26.76674	27.03044	27.09497	26.56311	26.31919	26.33807	0.55725797	1.923910144
Q96F24	Q96F24	Nuclear receptor-binding factor 2	NRBF2	24.84355	24.69211	24.85457	22.81816	23.03298	22.32697	2.070705414	3.183875806
Q96F44;R4GMV1;R4GNB9;C9JZT5;Q4VAN1;Q53FK5;Q53FI5;A0A024R042;A8K6Q7;Q4VAN2;A0A089GIA6;B4DQ62;Q59F79;Q7KYR6;Q6AZZ1;O00481;Q13410;O00478	Q96F44;R4GMV1;R4GNB9	E3 ubiquitin-protein ligase TRIM11	TRIM11	27.92076	27.93112	28.05264	26.41054	26.68177	26.75251	1.353230794	3.562592476
Q96F82;A8K794;Q13415;B7Z8H0	Q96F82;A8K794;Q13415;B7Z8H0	Origin recognition complex subunit 1	ORC1L;ORC1	28.83452	28.41603	28.6981	26.61063	26.37034	25.4455	2.50739034	2.580719402
Q96F86;H3BPW9;H3BPN4;H3BSQ0;H3BQ37;H3BQP5;H3BU87;H3BNJ7;H3BMB8;H3BTH0;H3BTF8;H3BTD6	Q96F86	Enhancer of mRNA-decapping protein 3	EDC3	26.35876	26.46759	26.4418	26.81127	27.0203	27.01255	-0.525325139	2.640919898
Q96FJ2	Q96FJ2	"Dynein light chain 2, cytoplasmic"	DYNLL2	28.25115	28.51619	28.32122	28.76272	28.65516	29.0625	-0.463937759	1.478979408
Q96FK6;A0A024R667;G3V4B8	Q96FK6;A0A024R667;G3V4B8	WD repeat-containing protein 89	WDR89;C14orf150	27.03139	26.79872	26.9085	26.13297	26.21551	25.47454	0.971867243	1.786898644
Q96FS1;Q7KZJ3;A0A024R4Z0	Q96FS1;Q7KZJ3;A0A024R4Z0		CTNND1	21.59792	23.75797	21.79133	25.47191	26.22771	25.89157	-3.481327057	2.066075171
Q96FZ2;E7EMP6;D6R9T3;B4DMK2;D6RAZ3;D6RGK7;D6RAI0	Q96FZ2;E7EMP6;D6R9T3;B4DMK2;D6RAZ3	Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein	HMCES	28.31786	27.87976	27.98234	26.89157	27.05206	26.77794	1.152797063	2.765004504
Q96G03;B4DN40;E7ENQ8;H0Y921	Q96G03;B4DN40	Phosphoglucomutase-2	PGM2	26.91216	27.10629	26.91843	25.66438	25.89416	26.43052	0.982609431	1.852162769
Q96G25	Q96G25	Mediator of RNA polymerase II transcription subunit 8	MED8	25.74001	25.67769	25.62581	25.39375	25.2881	25.0035	0.452718099	1.695485759
Q96G28;B5MCA1;B5MC35;B5MD16	Q96G28;B5MCA1;B5MC35;B5MD16	Cilia- and flagella-associated protein 36	CFAP36	21.70325	22.62724	23.50119	24.34048	24.11672	24.55836	-1.727962494	1.496321955
Q96G46;B2RDV7;D6W636;O95323;K7EM42;K7EJX8;K7EMI3;K7ER20;K7EQU9;B4DLK3;K7EPA4	Q96G46;B2RDV7	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like;tRNA-dihydrouridine(47) synthase [NAD(P)(+)]	DUS3L	29.02797	29.03965	29.13404	26.52016	26.40641	26.67142	2.534553528	5.148061069
Q96G61	Q96G61	Diphosphoinositol polyphosphate phosphohydrolase 3-beta	NUDT11	28.11118	28.39026	28.21178	27.12189	27.09517	27.46279	1.011125565	2.667023943
Q96GA3;A0A075B6Q4;B4DTT8	Q96GA3;A0A075B6Q4	Protein LTV1 homolog	LTV1	24.03926	24.15923	24.16331	24.25811	24.55754	25.21771	-0.557186127	0.908100071
Q96GD0;A0A024R1I3;B1AHD3	Q96GD0;A0A024R1I3	Pyridoxal phosphate phosphatase	PDXP	23.99066	22.68573	23.61526	24.81108	24.61358	24.39702	-1.176674525	1.355006572
Q96GD4;J3KTD6;J3KT86;J3QLN8;J3QR41;J3KRF8;J3KRJ2	Q96GD4;J3KTD6;J3KT86;J3QLN8;J3QR41	Aurora kinase B	AURKB	28.3471	28.45282	28.60364	29.21127	28.964	28.93461	-0.568775177	2.108033822
Q96GG9;B4DM76;C9JVE2;C9J8R4;C9JRU6;C9J0B2;C9JUW4;F8WC32	Q96GG9;B4DM76;C9JVE2	DCN1-like protein 1;DCN1-like protein	DCUN1D1	25.81184	26.23193	25.99248	25.07635	25.22623	25.10957	0.874702454	2.596451571
Q96GM8;B4DP23;B3KSC7	Q96GM8;B4DP23	Target of EGR1 protein 1	TOE1	26.6476	26.61498	26.73337	25.94887	25.69166	25.79057	0.854954402	3.303960254
Q96GX5;A0A087WUU7;B3KU51;B4DS23;B4DSE5;B4DKT8;E7EWQ5;J3QT34;O60307;Q6P0Q8;O15021	Q96GX5	Serine/threonine-protein kinase greatwall	MASTL	27.33765	27.25512	27.30513	26.796	26.77077	26.7442	0.528975169	4.317896905
Q96H20;D6RJ86;D6RFY6;H0Y8S5;D6RBI1	Q96H20;D6RJ86;D6RFY6	Vacuolar-sorting protein SNF8	SNF8	23.96482	24.21371	23.75624	23.52133	23.50652	23.8099	0.365670522	1.040723429
Q96H22;H3BMC7;D3DUK9;H3BMD5;H3BRU7	Q96H22	Centromere protein N	CENPN	25.5115	25.50197	25.27725	24.93791	24.89652	23.66036	0.931975683	1.027062115
Q96HA1	Q96HA1	Nuclear envelope pore membrane protein POM 121	POM121	23.05123	25.4502	23.18376	24.65212	23.94735	25.04122	-0.651835124	0.317011492
Q96HA7;Q59GI3;A0A087X1F6	Q96HA7	Tonsoku-like protein	TONSL	27.0167	26.82881	26.96807	26.7939	26.62464	26.37827	0.338923772	1.196403291
Q96HI4;P30419;Q5VUC6;B4DHU9;B3KT39;B2RCF3;Q5VUC7;O60551;K7EN82;B4DXS1;B7Z8J4;A4FU65	Q96HI4;P30419	Glycylpeptide N-tetradecanoyltransferase;Glycylpeptide N-tetradecanoyltransferase 1	NMT1	24.81015	24.91698	24.71728	26.48728	26.7637	27.29325	-2.033274968	2.949775585
Q96HP0;B4DIL4;K7ESB7;B7Z9U8;K7EP20;K7EP51;K7ERK2;K7EKT0;Q8N227;Q86XD0;E9PDJ4;B4DDV8;E2J6M6	Q96HP0;B4DIL4;K7ESB7;B7Z9U8	Dedicator of cytokinesis protein 6	DOCK6	25.41651	25.21193	25.35592	25.59029	25.64988	25.58107	-0.278959274	1.909172294
Q96HQ2	Q96HQ2	CDKN2AIP N-terminal-like protein	CDKN2AIPNL	24.24554	25.48333	24.81973	24.73231	24.45764	25.35629	0.000785828	0.000574759
Q96HR3	Q96HR3	Mediator of RNA polymerase II transcription subunit 30	MED30	25.16262	25.158	24.88618	24.72869	24.83026	25.23998	0.135957718	0.30590319
Q96HR8;D6RIB3	Q96HR8	H/ACA ribonucleoprotein complex non-core subunit NAF1	NAF1	23.77656	24.83702	23.43479	22.15728	23.46949	24.70409	0.572503408	0.270386214
Q96HW7;A8K4A1;F8WAA7;E9PIM3	Q96HW7;A8K4A1	Integrator complex subunit 4	INTS4	28.67781	28.80793	28.70632	28.30617	28.19493	28.3871	0.434621175	2.505374146
Q96HY6;A0A0A0MRX2	Q96HY6;A0A0A0MRX2	DDRGK domain-containing protein 1	DDRGK1	23.93202	24.23125	24.12084	24.92945	24.78007	24.6912	-0.705534617	2.493825513
Q96I27;A8K8U0;K7EN93;B3KPL8;K7ER43;S4R3U0;B4DSG8;Q05DD3;Q9H942;A0A024R7B5;Q86XA2;Q59EH4;A0A024R7D7;A0A024R0L0;B4DLZ7;A0A0A0MTT2;O75261;B4DP29;A8K5U8;B3KNM4;A0A0C4DG37;B4DSI0;Q3LIC1;A0A024R799;Q8N9M3;Q24JS6;Q6ZQV5;Q7Z3V5;P17024;Q9BUY5;Q9BR84;Q8NDP4;P52742	Q96I27;A8K8U0	Zinc finger protein 625	ZNF625	27.12406	26.5618	26.97049	24.44006	23.9419	23.37531	2.966359456	2.971998631
Q96II8;B4DEQ7;B3KP65;E9PD99;B4DU23;H7C1G3;H7C0J8;H7C0F9	Q96II8;B4DEQ7;B3KP65;E9PD99;B4DU23	Leucine-rich repeat and calponin homology domain-containing protein 3	LRCH3	22.45473	23.09161	22.70978	23.66264	24.33497	24.21675	-1.319414139	2.046795738
Q96IR1;B2R491;P62701;Q53HV1;C9JEH7;A4FU11;Q496E4;Q8TD47;P22090;B7Z1M6;Q53HI6	Q96IR1;B2R491;P62701;Q53HV1	"40S ribosomal protein S4;40S ribosomal protein S4, X isoform"	RPS4X	29.79171	29.89511	29.70403	29.86656	30.22607	30.1866	-0.296124776	1.100553149
Q96IR2;M0R2N3	Q96IR2	Zinc finger protein 845	ZNF845	26.33209	25.88267	26.06513	25.20195	21.80282	24.9542	2.106971105	0.891377407
Q96IT1;A0A024R5Q5;A0A0C4DGR5	Q96IT1;A0A024R5Q5;A0A0C4DGR5	Zinc finger protein 496	ZNF496	23.5798	23.44556	23.47939	23.80696	23.6299	22.9651	0.034268697	0.045139486
Q96IV0;A0A0C4DFP4;H0Y2P2	Q96IV0;A0A0C4DFP4	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	NGLY1	21.75802	23.29078	21.64386	23.36826	24.15731	23.61941	-1.484106064	1.203146037
Q96IZ0;H0YHP5;H0YI16;A0A0B4J260;F8W1M8	Q96IZ0	PRKC apoptosis WT1 regulator protein	PAWR	26.70041	26.61611	26.65663	29.75742	29.83517	29.98142	-3.200283686	5.862837547
Q96IZ7;H7C5Q0;C9J713;B4DTW0;C9J367;C9JVB3;H7C558;C9J8Q2;F8WDM0	Q96IZ7;H7C5Q0;C9J713	Serine/Arginine-related protein 53	RSRC1	27.73828	26.92275	27.54554	26.87209	26.47511	26.17181	0.895855586	1.315708139
Q96J01;D6RGZ2;D6REC9;H7C0C5	Q96J01	THO complex subunit 3	THOC3	28.24527	28.27413	28.35678	27.74522	27.70253	27.77536	0.551022847	3.813288691
Q96J84;B4DN67;Q5W0G0;Q5W0F9	Q96J84;B4DN67;Q5W0G0;Q5W0F9	Kin of IRRE-like protein 1	KIRREL	21.70114	21.46748	21.64158	23.29362	23.11653	23.38522	-1.66171964	4.022419011
Q96JB2;B4DH72	Q96JB2	Conserved oligomeric Golgi complex subunit 3	COG3	26.61428	26.63326	26.35785	27.26499	27.28833	27.35658	-0.768168132	2.931705414
Q96JB3	Q96JB3	Hypermethylated in cancer 2 protein	HIC2	27.38706	27.03192	27.38006	25.82866	25.84642	24.80361	1.773446401	2.085499439
Q96JB5;J3QQY1;J3KRI2;J3KRK4;J3KS63;J3QS62;J3QL95;J3QL86;J3QRM1;B4DWZ1	Q96JB5;J3QQY1	CDK5 regulatory subunit-associated protein 3	CDK5RAP3	23.83161	24.59366	23.83393	25.01009	24.89282	25.26084	-0.968182246	1.607578724
Q96JC1;A0A024R9L9;B3KY10	Q96JC1;A0A024R9L9	Vam6/Vps39-like protein	VPS39	23.75908	23.52025	23.5852	24.77716	24.98011	24.95832	-1.283685048	3.7421622
Q96JH7;B4DM84	Q96JH7;B4DM84	Deubiquitinating protein VCIP135	VCPIP1	26.11358	26.01116	26.28535	25.72367	25.84503	25.8703	0.323697408	1.612509216
Q96JM2;Q63HJ5;Q68CP0;Q6ZS14;U3KQU3	Q96JM2;Q63HJ5;Q68CP0	Zinc finger protein 462	ZNF462;DKFZp686L2367;DKFZp686B2325	29.73462	29.48623	29.71844	30.90132	30.74839	30.27153	-0.993981043	2.071591129
Q96JM3;S4R3K0	Q96JM3	Chromosome alignment-maintaining phosphoprotein 1	CHAMP1	29.38661	29.21169	29.30132	30.36724	30.27453	29.87853	-0.873562495	2.280246285
Q96JM7;A8K2F4;E9PLL7;E9PI01	Q96JM7;A8K2F4	Lethal(3)malignant brain tumor-like protein 3	L3MBTL3	27.62819	27.3836	27.41514	27.20862	27.03097	26.90357	0.427923203	1.663123702
Q96JZ5;A0A024QYS2;Q9HD45;Q5TB53;Q8WUB5;Q8NCC4;Q96K55;B4DN13	Q96JZ5;A0A024QYS2;Q9HD45;Q5TB53;Q8WUB5;Q8NCC4	Transmembrane 9 superfamily member 3	SMBP;TM9SF3	21.93348	24.89467	23.79035	25.85084	26.54174	26.7465	-2.840192159	1.456453899
Q96K76;A0PJ80;Q9H3L7	Q96K76	Ubiquitin carboxyl-terminal hydrolase 47	USP47	22.49929	23.06578	21.60169	24.50749	25.04627	24.64938	-2.345457713	2.170101051
Q96K80;F8VYY3;F8VQT2	Q96K80	Zinc finger CCCH domain-containing protein 10	ZC3H10	24.3243	24.12495	23.86835	23.53315	23.26914	23.86656	0.549584707	1.188046241
Q96KB3;A0A024RDI6;Q9BW91;Q8NG26;D6RAW2;H7C386	Q96KB3;A0A024RDI6;Q9BW91;Q8NG26;D6RAW2;H7C386	"ADP-ribose pyrophosphatase, mitochondrial"	NUDT9	24.24474	24.94967	24.78716	24.71382	24.89537	25.23004	-0.285886765	0.474463477
Q96KM6	Q96KM6	Zinc finger protein 512B	ZNF512B	27.04458	27.1038	27.04895	27.27471	26.66153	26.57788	0.227738063	0.443670373
Q96KP4;B4DV28;B4DPF1;A0A024R382;Q9NW02;J3QKT2;J3KSV5;A0A087WYZ1;Q9H7K8;Q9NUV1;J3QRA8;J3QL02;J3QRD0;J3QKQ0;J3QLU1;J3QR27;J3QQN6;A0A087WVS2;J3QRH4;J3KSS4;J3KRD5;J3QRP4;J3KRJ8	Q96KP4;B4DV28;B4DPF1;A0A024R382;Q9NW02;J3QKT2	Cytosolic non-specific dipeptidase	CNDP2	29.53888	29.53657	29.27035	29.70357	30.04075	30.14746	-0.515328089	1.485216733
Q96KR1;B2RNR6;A8K849;H0Y8W1;B3KP82;B3KVS4;Q05D65	Q96KR1;B2RNR6	Zinc finger RNA-binding protein	ZFR	30.29395	30.27598	30.42001	30.33319	30.02631	30.05375	0.192229589	0.824706144
Q96L51;Q96L52;Q7L7W2;H0YJ75;Q13362;Q96B13;H0YN84;Q86U13;B4DI74;H0YJ49;H0YJU0;G3V2U3	Q96L51;Q96L52;Q7L7W2;H0YJ75;Q13362;Q96B13	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform	PPP2R5C	25.92574	26.05196	25.98122	25.70754	26.11305	25.80676	0.110525131	0.361952841
Q96L73;B2RWP5;Q96MN8;Q9H6B5;Q658U6;A4QPE5;A0A1W2PS55;Q9H6H8;Q8NB95;Q96DQ7;D6RA58;D6RBV9;D6RA90;D6RBP3;Q6PJ64	Q96L73;B2RWP5	"Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific;Histone-lysine N-methyltransferase"	NSD1	28.78519	28.51987	28.73069	28.4649	27.95355	27.8259	0.597133636	1.322774542
Q96L91;A7E2D7;A0A0A0MR80;A0A0A0MR72;A0A0A0MR70	Q96L91;A7E2D7	E1A-binding protein p400	EP400	28.90392	28.81742	28.95936	28.77514	28.60686	28.48474	0.271320343	1.352517068
Q96L92;A0A0C4DFU6;H7C603	Q96L92;A0A0C4DFU6	Sorting nexin-27	SNX27	24.19483	24.89273	24.93315	25.33569	25.94827	26.09533	-1.119526545	1.544952319
Q96LA8	Q96LA8	Protein arginine N-methyltransferase 6	PRMT6	24.05126	24.00633	24.13195	22.07864	24.37093	23.73748	0.667496999	0.414931638
Q96LT9;H0YEB8;E9PPV2;X6RLP6	Q96LT9	RNA-binding protein 40	RNPC3	25.81663	26.27001	26.24663	25.58907	25.07419	25.48625	0.72792244	1.554873637
Q96MG7	Q96MG7	Melanoma-associated antigen G1	NDNL2	26.68003	26.60329	26.74008	26.37428	26.18206	26.35761	0.369815826	2.142978608
Q96MP5;B7ZA99;B4DZ64	Q96MP5;B7ZA99;B4DZ64	Zinc finger SWIM domain-containing protein 3	ZSWIM3	24.43435	24.46339	24.58497	23.17783	21.65178	22.81268	1.946805318	1.867078988
Q96MR9	Q96MR9	Zinc finger protein 560	ZNF560	22.76808	22.54856	23.05938	21.643	21.81474	21.90411	1.004725138	2.418955354
Q96MT8;D6R9Q4;D6RAY6	Q96MT8	Centrosomal protein of 63 kDa	CEP63	25.0604	23.98111	23.79283	24.73474	24.52498	23.71576	-0.047048569	0.031564093
Q96MX3;A0A024QZB9;A0A087WVT1;E9PQ92;E9PJ50;B3KV76;A0A087WXA8;B2ZWH0;B9EG95;B4E2H9;B3KUX2;O95779;R4GMT1;Q59HH4;Q8NCC0;Q9UC06;Q96N95;O95780;Q7Z3I7;P52743;Q9NPC7;Q6ZT77;Q2M218	Q96MX3;A0A024QZB9;A0A087WVT1	Zinc finger protein 48	ZNF48;ZNF553	25.54854	25.025	25.68947	25.68977	25.63733	25.29957	-0.121213913	0.197280446
Q96N46;Q69YS0;Q8TEM7;Q86TA5;F8WDH5;F8WDA3;C9JCY7;C9J974;C9JBA2	Q96N46;Q69YS0;Q8TEM7;Q86TA5	Tetratricopeptide repeat protein 14	TTC14;DKFZp313K2110;FLJ00166;DKFZp451L0319	26.20139	25.94795	26.32158	25.01333	25.05345	24.55549	1.282880783	2.566838671
Q96N58;M0QZV4;Q3MI94;Q8N981	Q96N58;M0QZV4	Zinc finger protein 578	ZNF578	24.15143	24.22207	23.95465	21.51173	21.68578	21.7767	2.451313019	4.595505996
Q96N64;H0YC06	Q96N64	PWWP domain-containing protein 2A	PWWP2A	27.01105	26.50875	27.15325	27.96626	27.77398	27.4073	-0.824827194	1.496342252
Q96N67;A0A1B0GWE0;B3KRG0;B4DSH0;A0A1B0GUE9;A4FU72;A0A1B0GVW2;A0A0C4DGY6;A0A0U1RQJ5;A0A0U1RRC1;A0A0U1RR97;A0A0U1RQT6	Q96N67;A0A1B0GWE0	Dedicator of cytokinesis protein 7	DOCK7	20.79061	23.76598	22.7733	27.3616	27.59342	27.44924	-5.024791718	2.337337931
Q96N83;B7ZKQ8;O00592	Q96N83;B7ZKQ8;O00592	Podocalyxin	PODXL	23.03216	23.64336	22.34637	24.63179	24.42726	25.39133	-1.809494654	1.720155414
Q96NC0;R4GNG8;R4GMX9	Q96NC0;R4GNG8	Zinc finger matrin-type protein 2	ZMAT2	28.6814	28.72133	28.84754	27.86124	27.8402	27.73576	0.937689463	3.916447232
Q96P11	Q96P11	Probable 28S rRNA (cytosine-C(5))-methyltransferase	NSUN5	29.40872	29.32122	29.39934	27.88472	27.37235	27.64767	1.74151357	3.495383819
Q96P48;E7EU13;B7ZMI2;A0A0A0MSJ2;Q6ZMJ9;F8WBT0;F5GWN4;F5GWQ2;H0YGD1	Q96P48;E7EU13;B7ZMI2	"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1"	ARAP1	27.51277	27.6159	27.72377	27.79996	27.84128	27.88052	-0.22310702	1.572814258
Q96P70	Q96P70	Importin-9	IPO9	27.58714	27.23863	27.42318	28.60668	28.97482	28.62363	-1.318723679	2.962844415
Q96PE3;D3DVH3;B8ZZB2	Q96PE3;D3DVH3	"Type I inositol 3,4-bisphosphate 4-phosphatase"	INPP4A	24.52151	21.71886	21.31355	24.83769	24.95034	24.91903	-2.38437589	1.111107475
Q96PU4;B1AL33;B3KV82;A0A0A0MSQ3	Q96PU4	E3 ubiquitin-protein ligase UHRF2	UHRF2	22.84517	22.03903	21.58378	28.16092	28.05812	27.73834	-5.829799016	3.932483188
Q96PU5;A0A1B0GVY1;A0A024R281;A0A024R2A4;K7ERN1;B7Z2P9;B7Z6K0;Q5XLQ3;K7EKL1;K7ENS6	Q96PU5;A0A1B0GVY1;A0A024R281;A0A024R2A4;K7ERN1;B7Z2P9;B7Z6K0	E3 ubiquitin-protein ligase NEDD4-like	NEDD4L	23.17522	24.33145	21.33426	24.52295	24.94365	25.03435	-1.886671702	0.997863201
Q96PU8;H0YG47;F5GXS8;F5GYM3;H0YGD6;F5H5U6;F5H8C8;B4DHR6;F5GYT7;H0YFB7	Q96PU8;H0YG47;F5GXS8;F5GYM3	Protein quaking	QKI	29.57726	29.62796	29.62441	29.36592	29.14329	29.27175	0.349557241	2.201353059
Q96PY5	Q96PY5	Formin-like protein 2	FMNL2	23.45149	23.32937	23.35649	25.02947	25.30417	25.51437	-1.903553645	3.709042477
Q96PZ0;B3KY42;B3KRB2;E7EUH7;H0Y863;A3R6R7	Q96PZ0;B3KY42;B3KRB2;E7EUH7	Pseudouridylate synthase 7 homolog	PUS7	29.1946	29.16363	29.22309	29.06409	29.0358	29.30641	0.058336894	0.266175001
Q96QE3;A0A075B754;H0UIC2	Q96QE3;A0A075B754;H0UIC2	ATPase family AAA domain-containing protein 5	ATAD5	27.06168	26.91991	27.09023	26.85472	26.66601	26.44256	0.369510015	1.327857854
Q96QK1;Q53FR4;Q5HYM2;I3L4S0;A0A1W2PP10;I3L4P4	Q96QK1;Q53FR4;Q5HYM2	Vacuolar protein sorting-associated protein 35	VPS35;DKFZp686O2462	27.39133	27.63201	27.22839	28.16892	28.61105	28.45748	-0.995240529	2.328233148
Q96QU8;B3KW08;B7ZM10;I3L2K0;H3BPG8;H3BR41;H3BRV5;I3L0S8;H3BMW9	Q96QU8;B3KW08;B7ZM10	Exportin-6	XPO6	26.2922	26.24559	26.42084	26.47828	26.46412	26.26599	-0.083253225	0.409878278
Q96QZ7;H7C4U7;H7C535	Q96QZ7;H7C4U7;H7C535	"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1"	MAGI1	22.30268	22.51406	22.91944	27.5575	28.11247	27.48999	-5.141260147	4.363676441
Q96RF0	Q96RF0	Sorting nexin-18	SNX18	23.68528	23.77886	23.79174	24.2566	24.21764	23.78885	-0.335734685	1.02657192
Q96RG2;B7Z7R6;B7Z7V7;B7Z474;F8WEB4;C9J4R3	Q96RG2;B7Z7R6;B7Z7V7;B7Z474	PAS domain-containing serine/threonine-protein kinase	PASK	21.68542	22.51807	23.59012	23.89615	23.83364	23.85605	-1.26407814	1.077277697
Q96RL7;A0A024R223;A0A024R238;B3KW31;H0Y7P8	Q96RL7;A0A024R223;A0A024R238	Vacuolar protein sorting-associated protein 13A	VPS13A	22.81854	22.09726	21.57623	24.70086	25.10901	25.43844	-2.91876475	2.652741877
Q96RN5;Q6PKB8;G3V1P5;B7Z2H7;B4DGD6;Q69YR4;B3KW62;B3KWF1;Q69YK5;B4DN68;C9JM58;C9JZV5;C9JGN2;C9J1I1;F8WDM6;F2Z2B7;C9JLN7;Q9NXY2;H7C308;B4DM43;C9JCQ3;C9JJ12	Q96RN5;Q6PKB8;G3V1P5;B7Z2H7;B4DGD6;Q69YR4;B3KW62;B3KWF1;Q69YK5	Mediator of RNA polymerase II transcription subunit 15	MED15;DKFZp686A2214;DKFZp762B1216	28.31142	28.65557	28.43245	27.21364	27.23178	27.41216	1.180622101	3.236160424
Q96RS0;B2RBJ7;B3KNW9	Q96RS0;B2RBJ7;B3KNW9	Trimethylguanosine synthase	TGS1	27.76869	26.92852	27.47684	23.51292	24.93908	24.47011	3.083984375	2.498505603
Q96RS6;E5RGX7	Q96RS6	NudC domain-containing protein 1	NUDCD1	28.58305	28.52862	28.33044	28.08096	28.11649	28.38755	0.28570048	1.087126395
Q96RT1;Q1RMC9;V9HW13;B4DIP2;H0YA04;H0Y9E8	Q96RT1;Q1RMC9	Protein LAP2	ERBB2IP	24.38205	24.1689	24.37318	24.57196	24.13132	24.29915	-0.026095072	0.062037178
Q96RU2;B4E2Q2;F5GZ74;F5H2G4;F5H6Q3	Q96RU2	Ubiquitin carboxyl-terminal hydrolase 28	USP28	30.50512	30.33309	30.3256	28.04765	28.15185	28.14019	2.274704615	5.340994859
Q96S44;B2RCM6;Q5JZ02	Q96S44;B2RCM6	TP53-regulating kinase	TP53RK	25.46095	25.46809	25.41642	24.35636	23.46721	24.83711	1.228260676	1.423472531
Q96S55;B3KT25	Q96S55;B3KT25	ATPase WRNIP1	WRNIP1	27.85958	27.66648	27.78725	26.76648	26.84625	27.1027	0.865960439	2.764039993
Q96S94;B4DE38;J3QSH2;B4DVR5;B3KQ08;C9J148;A0A0A0MSF3;Q9H2N7;J3KRL1	Q96S94	Cyclin-L2	CCNL2	28.1992	28.12775	28.07867	26.99162	26.96069	26.72754	1.241924922	3.7888083
Q96SB8;C9JMN1;A0A0A0MRY1;A0A087WWI9;C9JEF0	Q96SB8;C9JMN1	Structural maintenance of chromosomes protein 6	SMC6	29.55563	29.19458	29.40019	28.95008	28.57524	28.59914	0.675314585	1.870285174
Q96SQ9;B4DJI0;M0R152;M0R057;M0R2G8	Q96SQ9	Cytochrome P450 2S1	CYP2S1	25.73128	25.71025	25.72422	26.73557	26.84757	26.70662	-1.041337331	4.746496018
Q96ST3;B3KQE3;H3BP90;H3BNZ3;H3BT34;H3BQ76;H3BQ88;H3BNA0;H3BQL7;H3BMA2	Q96ST3	Paired amphipathic helix protein Sin3a	SIN3A	31.39341	31.26556	31.33234	31.16465	30.92875	30.76864	0.376423518	1.447888753
Q96SU4;B7Z4Q6;B1AKJ6;B3KW33;H0YE19;Q9BRN2;A0A096LPC8;G8JLK0;Q59HA8	Q96SU4;B7Z4Q6;B1AKJ6;B3KW33	Oxysterol-binding protein-related protein 9;Oxysterol-binding protein	OSBPL9	21.54701	22.80881	22.47424	24.20434	25.17539	25.46255	-2.670737584	2.120030364
Q96T23;H0YER1;H0YCN2;Q05DG0;H7C306;H0YDG9;H0YEX0	Q96T23;H0YER1;H0YCN2	Remodeling and spacing factor 1	RSF1	28.95807	28.45046	28.7441	29.33548	29.46449	29.02522	-0.55752182	1.327467797
Q96T25	Q96T25	Zinc finger protein ZIC 5	ZIC5	21.29922	21.3263	23.1365	27.09366	27.10199	26.47366	-4.969095866	2.822171417
Q96T37;A0A087WWP4;Q59EY1	Q96T37;A0A087WWP4	Putative RNA-binding protein 15	RBM15	29.6204	29.34628	29.60564	29.1977	28.86779	28.85025	0.552187602	1.733232145
Q96T51;A8K7B1;H0YA47;B3KSL1;H0YAC8;J3KPP6;H0Y9Y8	Q96T51;A8K7B1;H0YA47	RUN and FYVE domain-containing protein 1	RUFY1	25.05084	24.82163	24.84566	24.79912	24.89185	24.93993	0.029074987	0.127447438
Q96T58;F6WRY4;H0Y5U7	Q96T58	Msx2-interacting protein	SPEN	29.33319	29.1518	29.35033	28.63699	28.55527	28.43559	0.735823949	2.983003621
